aa: aa
dolomite: dolomite
dolomitic: dolomitic
domal: domal
early: early
earth: earth
earthquake: earthquake
eastern: eastern
edge: edge
edition: edition
editorial: editorial
el: el
elevate: elevated
emphasize: emphasize
end: end
envelop: envelop
environment: environment
environmental: environmental
erosion: erosion
erosional: erosional
essentially: essentially
ethic: ethics
event: event
evidence: evidence
evolution: evolution
evolutionary: evolutionary
ex: ex
example: example
exception: exception
exhibit: exhibit
expand: expanded
expect: expect
explanation: explanation
explosion: explosion
explosive: explosive
expression: expression
extensive: extensive
extinction: extinction
facies: facies
fact: fact
factor: factor
fast: fast
fault: fault
faunal: faunal
field: field
figure: figure figured
filamentous: filamentous
file: file
finely: finely
first: first
five: five
floristic: floristic
flux: flux
follow: follow
force: forced
form: form formed
formation: formation
forty: forty
fossil: fossil
found: found
frame: framing
free: free
frequently: frequently
generally: generally
genesis: genesis
genus: genera genus
geochemical: geochemical
geochemistry: geochemistry
geologic: geologic
geological: geological
geology: geology
geosynclinal: geosynclinal
get: get
give: give giving
glacial: glacial
glaciation: glaciation
global: global
go: going
gol: gol
gorge: gorge
grain: grained
granitoid: granitoid
gravelstone: gravelstone
gravestone: gravestone
gray: gray
graywacke: graywacke
great: great
greatly: greatly
green: green
greenhouse: greenhouse
group: group
guideline: guideline
happen: happening
hard: hard
health: health
help: help
heterogeneous: heterogeneous
high: high
highly: highly
history: history
home: home
horizon: horizon
host: host
hydrosphere: hydrosphere
icehouse: icehouse
important: important
imprint: imprint
impurity: impurity
incredible: incredible
index: indexing
indicate: indicate
indistinct: indistinct
infrequently: infrequently
initial: initial
inner: inner
institute: institute
interest: interest
interglacial: interglacial
international: international
interpretation: interpretation
interval: interval
introduction: introduction
investigation: investigation
irregularly: irregularly
island: island
issue: issue
joint: joint
journal: journal
key: key
know: known
lake: lake
land: land
large: large
last: last
late: late latest
later: later
layer: layer layered
lead: leading
least: least
less: less
level: level
library: library
license: license licensed
lie: lie
life: life
light: light
limestone: limestone
list: listed
lithological: lithological
lithologically: lithologically
lithology: lithology
login: login
low: lower
ma: mas
magazine: magazine
main: main
major: major
manuscript: manuscript
many: many
map: map
marble: marble
marginal: marginal
marine: marine
marker: marker
massif: massif
massive: massive
mat: mat
material: material
may: may
medusoid: medusoid
mein: mein
member: member
menu: menu
metazoan: metazoan
mi: mi
micro: micro
microbial: microbial
microbiota: microbiota
middle: middle
million: million
monotonous: monotonous
monumental: monumental
moreover: moreover
morris: morris
mostly: mostly
mountain: mountain
museum: museum
must: must
namely: namely
nature: nature
nearly: nearly
need: need
negative: negative
nevertheless: nevertheless
new: new
news: news
northern: northern
numerous: numerous
nutrient: nutrient
object: object
occurrence: occurrence
ocean: ocean
oceanic: oceanic
odd: odd
often: often
old: old older
one: one
open: open
opening: opening
order: order
ore: ore
organic: organic
organize: organized
origin: origin
original: original
outer: outer
overall: overall
overlain: overlain
overlie: overlying
oxygen: oxygen
pais: pais
palaeobiology: palaeobiology
paleogeographic: paleogeographic
paleontological: paleontological
paleontology: paleontology
paper: paper
part: part
particularly: particularly
pas: pass
passive: passive
past: past
pebble: pebble
pedum: pedum
pelagic: pelagic
penetrate: penetrating
period: period
persistent: persistent
phase: phase
phenomenon: phenomenon
phosphate: phosphate
phosphatic: phosphatic
phosphorite: phosphorite
phosphoritic: phosphoritic
phosphorus: phosphorus
phylum: phyla
pin: pin
pioneer: pioneer
place: place
plane: plane
platform: platform
policy: policy
portion: portion
position: position
positive: positive
postglacial: postglacial
precisely: precisely
predominant: predominant
predominantly: predominantly
preparation: preparation
presence: presence
present: present
preservation: preservation
principal: principal
printing: printing
privacy: privacy
probably: probably
proceed: proceeding
productive: productive
project: project
prolate: prolate
proofread: proofreading
province: province
pst: pst
psych: psych
publication: publication
pulsation: pulsation
pure: pure
purple: purple
pyroclastic: pyroclastic
quartzose: quartzose
ra: ras
radiation: radiation
range: range
rapid: rapid
rare: rare
rather: rather
realizable: realizable
reasonably: reasonably
receive: receive
recent: recent
recognition: recognition
recommend: recommend
reconstruct: reconstructed
reduce: reduced
reference: reference
regional: regional
regular: regular
related: related
relatively: relatively
relevant: relevant
relief: relief
remains: remains
remarkable: remarkable
research: research
reserve: reserve reserved
respectively: respectively
response: response
rest: rest
result: result resulting
retraction: retraction
reveal: reveal revealed
review: review
rhyolite: rhyolite
rich: rich
river: river
rock: rock
role: role
russia: russia
sandstone: sandstone
sar: sar
scale: scales
scheme: scheme
schist: schist
scientific: scientific
scope: scope
se: se
sea: sea
section: section
select: select
semispherical: semispherical
separate: separate
sequence: sequence
serpulid: serpulid
service: service
set: setting
several: several
shale: shale
shallow: shallow
share: share
shelf: shelf
shelly: shelly
show: show shown
side: side
significant: significant
siliceous: siliceous
similar: similar
simple: simple
simply: simply
single: single
sinuous: sinuous
six: six
size: size sizes
skeletal: skeletal
skeleton: skeleton
slide: slide
slump: slump
small: small
society: society
soft: soft
solidum: solidum
solubility: solubility
sometimes: sometimes
son: sons
southern: southern
southwest: southwest
southwestern: southwestern
span: span
spatial: spatial
special: special
specie: species
specific: specific
spheroidal: spheroidal
spiculate: spiculate
spicule: spicule
sponge: sponge
spread: spreading
springer: springer
stage: stage
start: start
statement: statement
stony: stony
stratigraphic: stratigraphic
stratigraphy: stratigraphy
stratum: strata
stratus: strati
striate: striated
structure: structure
study: studied study
subject: subject
submit: submit
subscription: subscription
succession: succession
suitable: suitable
sum: sum
sun: sun
supply: supply
support: support
surface: surface
surround: surrounding
survive: survive
suture: suture
symposium: symposium
synthesis: synthesis
system: system
take: took
tectonics: tectonics
temporal: temporal
terrigenous: terrigenous
texture: texture
thank: thank
thick: thick
thickness: thickness
thin: thin
three: three
thrust: thrust
thus: thus
ti: ti
time: time times
today: today
together: together
top: top
total: total
toward: toward
trace: trace
transgression: transgression
transgressive: transgressive
translation: translation
trust: trust
tucker: tucker
tuffaceous: tuffaceous
turn: turn
two: two
type: type
typicum: typicum
uncomfortably: uncomfortably
unconformably: unconformably
unexpected: unexpected
unicellular: unicellular
union: union
unit: unit
unlike: unlike
upon: upon
upper: upper
uppermost: uppermost
upstanding: upstanding
upward: upward
us: us
usually: usually
vacant: vacant
vary: vary
viewpoint: viewpoint
violet: violet
vol: vol
volcanic: volcanic
volcanite: volcanite
volume: volume
warm: warm
washout: washout
wasp: wasp
water: water
wavy: wavy
way: way
weather: weathering
well: well
western: western
wet: wet
white: white
whole: whole
whose: whose
widespread: widespread
within: within
wood: wood
work: work
world: world
year: year
yellowish: yellowish
ym: ym
zone: zone
