aa: aa
intrigue: intriguing
introduction: introduction
investigate: investigate
investigation: investigation
issue: issue
journal: journal
key: key
know: known
lab: lab
laser: laser
last: last
later: later
layer: layer layered
length: length
less: less
level: level
library: library
license: license licensed
lifetime: lifetime
light: light
like: like
likewise: likewise
liquid: liquid
login: login
long: long
loss: loss
low: low lower
magnetic: magnetic
make: make
manuscript: manuscript
many: many
mass: mass
massively: massively
material: material
mathematics: mathematics
matrix: matrices
matter: matter
may: may
mean: mean
measure: measure measured measuring
measurement: measurement
mechanism: mechanism
menu: menu
metallic: metallic
mi: mi
min: min
mobility: mobility
model: model
modern: modern
momentum: momentum
move: move
movement: movement
mutual: mutual
nandi: nandi
nature: nature
near: near
need: need
neutral: neutral
news: news
nitride: nitride
noise: noise
nonstandard: nonstandard
number: number
numerically: numerically
numerous: numerous
observe: observe
obstacle: obstacle
occur: occur
one: one
open: open
operate: operate
opposite: opposite
order: order
outer: outer
outlook: outlook
overall: overall
overcome: overcome
overview: overview
pair: pair
paper: paper
parallel: parallel
parameter: parameter
part: part
path: path
perfect: perfect
perfectly: perfectly
phase: phase phases
photoelectric: photoelectric
physic: physics
physical: physical
physically: physically
physique: physique
point: point
policy: policy
possibility: possibility
possible: possible
potential: potential
prediction: prediction
presence: presence
present: present
preservation: preservation
previous: previous
primary: primary
privacy: privacy
proceeds: proceeds
promising: promising
proof: proof
proofread: proofreading
provide: provide
proximity: proximity
pst: pst
psych: psych
publication: publication
pure: pure
quantum: quantum
radius: radius
range: range
realistic: realistic
realization: realization
receive: receive
recent: recent
recently: recently
recombination: recombination
recommend: recommend
red: red
reduce: reduced
related: related
relatively: relatively
relevance: relevance
remain: remain
remainder: remainder
remains: remains
remarkably: remarkably
render: render
represent: represent
repulsion: repulsion
repulsive: repulsive
requirement: requirement
research: research
reserve: reserved
resistance: resistance
resonance: resonance
respect: respect
respectively: respectively
retraction: retraction
reversal: reversal
review: review
rich: rich
rise: rise
sar: sar
schuh: schuh
science: science
scientific: scientific
scope: scope
screen: screening
second: second
section: section
see: see
seem: seem
select: select
semiconducting: semiconducting
semiconductor: semiconductor
separate: separate
separately: separately
separation: separation
serve: serve
service: service
setup: setup
several: several
share: share
sharply: sharply
short: short
shortly: shortly
shot: shot
show: show shown
side: side
similar: similar
simplify: simplified
simulation: simulation
since: since
single: single
situation: situation
size: size
slightly: slightly
small: small
snoke: snoke
soft: soft
solar: solar
solution: solution
solvable: solvable
source: source
space: space
spatial: spatial
special: special
specific: specific
spectroscopic: spectroscopic
spectrum: spectrum
spite: spite
spontaneous: spontaneous
square: squaring
stable: stable
state: state
statement: statement
statistic: statistics
statistical: statistical
still: still
strength: strength
strong: strong
strongly: strongly
structure: structure
study: study
subject: subject
submit: submit
subscription: subscription
sunlight: sunlight
superconductivity: superconductivity
superconductor: superconductor
superfluid: superfluid
suppress: suppress
symmetric: symmetric
symmetry: symmetry
system: system
technical: technical
technically: technically
technological: technological
temperature: temperature
term: term
thank: thank
theoretical: theoretical
theoretically: theoretically
theory: theory
therefore: therefore
third: third
three: three
thus: thus
ti: ti
time: time
top: top
topological: topological
traditional: traditional
transconductance: transconductance
transfer: transfer
transform: transform
transformation: transformation
transition: transition
translation: translation
transport: transport
trap: traps
trigger: triggered
trivial: trivial
twice: twice
two: two
type: type
typical: typical
typically: typically
underlie: underlying
unpaired: unpaired
upon: upon
upper: upper
us: us
usage: usage
use: use used
vacancy: vacancy
value: value
vanish: vanish vanishing
variance: variance
variety: variety
various: various
vary: vary
via: via
voltage: voltage
volume: volume
want: want
way: way ways
weak: weak
weakly: weakly
well: better well
west: west
wet: wet
whereas: whereas
wide: wide
width: width
without: without
work: work works
would: would
ym: ym
