aa: aa
library: library
license: license licensed
lie: lie
life: life
lin: lin
linguistic: linguistic
literacy: literacy
loco: loco
login: login
loss: loss
loud: loud
low: low lower
major: major
majority: majority
male: male
management: management
mandatory: mandatory
manuscript: manuscript
many: many
mastoidectomy: mastoidectomy
may: may
measure: measured
medical: medical
medicine: medicine
medium: media
membrane: membrane
memory: memory
men: men
menu: menu
metabolic: metabolic
method: method
mi: mi
microphonics: microphonics
middle: middle
mild: mild
million: million
mixed: mixed
mobile: mobile
moderate: moderate
moderately: moderately
morbidity: morbidity
motor: motor
municipal: municipal
mutual: mutual
myringotomy: myringotomy
na: na
natal: natal
nation: nation
national: national
near: near
necessary: necessary
neck: neck
nerve: nerve
nestle: nestle
neurology: neurology
neuropathy: neuropathy
new: new
news: news
noise: noise
noisy: noisy
non: non
normal: normal
north: north
nowadays: nowadays
number: number
occupational: occupational
office: office
often: often
olden: olden
one: one
open: open
operational: operational
oral: oral
otitis: otitis
otolaryngologic: otolaryngologic
otolaryngology: otolaryngology
otology: otology
otorhinolaryngology: otorhinolaryngology
otoscopy: otoscopy
outcome: outcome
outer: outer
outpatient: outpatient
oxygen: oxygen
paper: paper
per: per
percent: percent
perceptual: perceptual
perform: perform
period: period
personality: personality
personnel: personnel
perspective: perspective
phone: phone
physician: physician
pilot: pilot
place: place
plot: plotted
pneumatic: pneumatic
policy: policy
population: population
possible: possible
postnatal: postnatal
present: present
preservation: preservation
prevalence: prevalence
prevalent: prevalent
preventable: preventable
prevention: prevention
privacy: privacy
probably: probably
process: process
produce: produce
productivity: productivity
profound: profound
proofread: proofreading
proper: proper
proportional: proportional
prospective: prospective
pst: pst
psych: psych
psychological: psychological
public: public
publication: publication
pure: pure
qualitative: qualitative
quantitative: quantitative
quick: quick
ratio: ratio
reach: reach
receive: receive received
recently: recently
recommend: recommend
recreational: recreational
reduce: reduce reduced
reference: reference
regard: regarding
regional: regional
rehabilitation: rehabilitation
related: related
relationship: relationship
relevant: relevant
reliable: reliable
report: report
research: research
reserve: reserved
response: response
rest: rest
retraction: retraction
retrospective: retrospective
risk: risk
role: role
rural: rural
sar: sar
satisfactory: satisfactory
school: school
scientific: scientific
scope: scope
screen: screening
second: second
select: select
sense: sense
septic: septic
serous: serous
service: service
severe: severe
severity: severity
sex: sex
share: share
sign: sign
similar: similar
simple: simple
site: site
slowly: slowly
social: social
society: society
socioeconomic: socioeconomic
soft: soft
sound: sound
south: south
special: special
spectrum: spectrum
speech: speech
spiral: spiral
sri: sri
stage: stage
standard: standard
start: start
state: stated
statement: statement
statistic: statistics
status: status
stigma: stigma
stress: stress
strong: strong
student: student
study: study
subject: subject subjected
submit: submit
subscription: subscription
sudden: sudden
suffer: suffer suffering
suggest: suggesting
suppurative: suppurative
surgery: surgery
surgical: surgical
surround: surrounding
suspect: suspected
symmetrical: symmetrical
system: system
systemic: systemic
table: table
take: taken
tear: tear
technique: technique
test: test tested
therapy: therapy
therefore: therefore
three: three
threshold: threshold
thus: thus
ti: ti
time: time times
timely: timely
tone: tone
tool: tool
top: top
total: total
transient: transient
translation: translation
trauma: trauma
treat: treat
treatment: treatment
tube: tube
tucker: tucker
turn: turn
tympanic: tympanic
type: type
understand: understand
unilateral: unilateral
university: university
urban: urban
us: us
usage: usage
use: use
varied: varied
verbal: verbal
viral: viral
virtually: virtually
visit: visit
volume: volume
vulnerable: vulnerable
wear: wear
well: better
wet: wet
wise: wise
work: work working
world: world
yale: yale
ym: ym
young: young younger
